title,description,category,subcategory,section,input_type,required,weight,is_critical,options
Materials are kept in organised manner,Materials are kept in organised manner,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Food items properly sealed/Containers are labelled and date tag not be pasted on original date tag.,Food items properly sealed/Containers are labelled and date tag not be pasted on original date tag.,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Food and non food items are kept separately,Food and non food items are kept separately,Receiving & Storage,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Chemicals and toxic materials are kept separately,Chemicals and toxic materials are kept separately,Receiving & Storage,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
"Materials not directly kept on floor (6"" off the floor)","Materials not directly kept on floor (6"" off the floor)",Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
All disposables/Bento boxes/delivery bags were kept covered,All disposables/Bento boxes/delivery bags were kept covered,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Commissary baskets not being used at the restaurant,Commissary baskets not being used at the restaurant,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Glass Policy followed,Glass Policy followed,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Black bin is available for hazardous material disposal.,Black bin is available for hazardous material disposal.,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Freezer/Chiller doors not damaged due to overstuffing/wrong handling.,Freezer/Chiller doors not damaged due to overstuffing/wrong handling.,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
"Temperature checked for perishable items (milk, chicken.etc)","Temperature checked for perishable items (milk, chicken.etc)",Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
All material ar+A7:E116 sealed and no loose packet in the store,All material are sealed and no loose packet in the store,Receiving & Storage,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Expired items are identified and kept separately,Expired items are identified and kept separately,Product Safety,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Food containers are made of stainless steel or food grade plastic,Food containers are made of stainless steel or food grade plastic,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
"Stored food/ gloves not exposed to splash, dust or other contamination","Stored food/ gloves not exposed to splash, dust or other contamination",Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Chipped trays /containers not used,Chipped trays /containers not used,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Gloves are worn while handling ready to eat foods and butchery items,Gloves are worn while handling ready to eat foods and butchery items,Product Safety,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Potable water is used in production,Potable water is used in production,Product Safety,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Thawing done as per procedure and date and time when thawing started is mentioned,Thawing done as per procedure and date and time when thawing started is mentioned,Product Safety,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Separate cutting boards & Knifes for veg and non veg items available,Separate cutting boards & Knifes for veg and non veg items available,Product Safety,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Food is not exposed to danger zone - not left outside the chiller,Food is not exposed to danger zone - not left outside the chiller,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Approved food ingredients being used,Approved food ingredients being used,Product Safety,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Right temperature maintained in storage area/Hot Bain Marie/Cold Bain Marie,Right temperature maintained in storage area/Hot Bain Marie/Cold Bain Marie,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Food items kept at recommended temperature as per manufacturer's guidelines,Food items kept at recommended temperature as per manufacturer's guidelines,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Recommended shelf life followed for all the items and secondary shelf life given after opening. Shelf life chart displayed,Recommended shelf life followed for all the items and secondary shelf life given after opening. Shelf life chart displayed,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Only one packet of food ingredient opened at a time,Only one packet of food ingredient opened at a time,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
No vendors allowed access to the production area,No vendors allowed access to the production area,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Canned foods stored as per norms,Canned foods stored as per norms,Product Safety,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
"No expired , fermented, spoilt items found.","No expired , fermented, spoilt items found.",Service,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Digital menus and cashless facility available for the guests,Digital menus and cashless facility available for the guests,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Guest tables and chairs are cleaned & sanitised properly after each use,Guest tables and chairs are cleaned & sanitised properly after each use,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Sanitizer for ice cube scoop and table top available and  being used,Sanitizer for ice cube scoop and table top available and  being used,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
"Beverage system, drink machines, ice machines are clean","Beverage system, drink machines, ice machines are clean",Service,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
"Proper serving temperature is maintained (Chutney,Beverages,Salad)","Proper serving temperature is maintained (Chutney,Beverages,Salad)",Service,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
"Sugar syrup, lemon juice kept in designated bottles and all items tagged","Sugar syrup, lemon juice kept in designated bottles and all items tagged",Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
No cut fruits/food were kept uncovered in bar or at ambient temperature,No cut fruits/food were kept uncovered in bar or at ambient temperature,Service,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Food & beverage in conformity.,Food & beverage in conformity.,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
"Secondary shelf life of Juice/ beverages and beer is  mentioned, once they are opened.","Secondary shelf life of Juice/ beverages and beer is  mentioned, once they are opened.",Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Ice cube supplies are from approved vendor if taken from outside,Ice cube supplies are from approved vendor if taken from outside,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
All disposable covered,All disposable covered,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
"No scaling observed in Bain Marie, chaffing dishes, Dish wash machine","No scaling observed in Bain Marie, chaffing dishes, Dish wash machine",Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
"Dish washing machine working properly, Suma Dime tablet being used/dish wash area free from bad odour","Dish washing machine working properly, Suma Dime tablet being used/dish wash area free from bad odour",Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Personal belongings not kept with the food material,Personal belongings not kept with the food material,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Allergen information is mentioned in the Menu,Allergen information is mentioned in the Menu,Service,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
"Wiping cloths are clean, without any smell and stitched properly (No loose threads).","Wiping cloths are clean, without any smell and stitched properly (No loose threads).",Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Soiled linen kept in a proper manner,Soiled linen kept in a proper manner,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Gloves are covered and not exposed to dust/splash,Gloves are covered and not exposed to dust/splash,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Bar properly cleaned and well maintained,Bar properly cleaned and well maintained,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Empty bottles/tins/cartons not being overstocked in restaurant,Empty bottles/tins/cartons not being overstocked in restaurant,Service,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
All Food / Food Ingredients & Packing Materials provided are as per FSSAI,All Food / Food Ingredients & Packing Materials provided are as per FSSAI,SCM,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Cleaning Chemicals & Cleaning tools are provided,Cleaning Chemicals & Cleaning tools are provided,SCM,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Food is being transported in clean & temperature controlled vehicle.,Food is being transported in clean & temperature controlled vehicle.,SCM,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Proper Segregation of Veg & Non veg is maintained while transporting food.,Proper Segregation of Veg & Non veg is maintained while transporting food.,SCM,,,option_select,yes,1,no,Yes:2|No:0|NA:NA
Food is being transported without any pilfirage or damage,Food is being transported without any pilfirage or damage,SCM,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Food grade certificate for all food contact packing material is available at Warehouse,Food grade certificate for all food contact packing material is available at Warehouse,SCM,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Warranty stamped on challans by food vendors as per Form E of FSSAI,Warranty stamped on challans by food vendors as per Form E of FSSAI,SCM,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Vehicle is cleaned and sanitized after each delivery with 100 ppm Suma Sink San,Vehicle is cleaned and sanitized after each delivery with 100 ppm Suma Sink San,SCM,,,option_select,yes,1,no,Yes:1|No:0|NA:NA
Manager Name,Enter the name of manager on duty,SIGN - OFF,Manager Details,Sign-Off,short_answer,yes,1,no,
Manager Remarks,Any additional comments or observations from manager,SIGN - OFF,Manager Details,Sign-Off,long_answer,no,1,no,
Manager Photo,Take photo of manager for verification,SIGN - OFF,Manager Details,Sign-Off,image_upload,yes,1,no,
Manager Signature,Manager acknowledges and approves this audit,SIGN - OFF,Manager Details,Sign-Off,signature,yes,1,no,
Auditor Signature,Auditor confirms audit completion and accuracy,SIGN - OFF,Auditor Details,Sign-Off,signature,yes,1,no,
